央视,#genre#
CCTV10科教,http://119.29.119.185:35454/migu/624878405.m3u8?migutoken=a96a1f42c4c09d876e0e082742e8e67d04128de57002bc457ee8bab5d9a6daef6cba70f55627e1d565490c82ecd28c123375f051d312b7f92a8e2ca3bbdd674fa8b2fc948d1388ea2f55a5453c
CCTV11戏曲,http://119.29.119.185:35454/migu/667987558.m3u8?migutoken=0332d7c37dbbf882c907975a92c9da9730cf4e401daa9e6e32d7ad737e4e121f5e1877c5e2dbe9c565f61b39defc30f66f4f3c847aa7da68eae87a9fad18bdd86d46cbc7799ba3d848d214bda0
CCTV12社会与法,http://119.29.119.185:35454/migu/673168185.m3u8?migutoken=93225dfa6ffb660afde2fa11f9b8f0b312d839536c09ca815dd10c82a0e99c6ea9ffb036f68d0f1b9772a9a8f9e200f667ffdb84f8ac03b0174a47b111c30132643071de4da5160d229c2b119b
CCTV13新闻,http://119.29.119.185:35454/migu/608807423.m3u8?migutoken=cb41cebdac6cb88099eebace91d4c9bd3f2a9dceb60b80d0a566dec6d53727c601bae36e4ae1b726e598ee2566508bb077495c5958e0d097833986eb350633a841827a8718fd256d30606a4421
CCTV14少儿,http://119.29.119.185:35454/migu/624878440.m3u8?migutoken=f2516882757b0815c24b3c88d92a7fb2f638edb7000940f3fb71a1139d572e55163acda6ce92483647c7da6b024a2d8c560890d26ed6f92fde4a5510af4b370bc4d2724ccee47f85a37a051f0e
CCTV15音乐,http://119.29.119.185:35454/migu/673168223.m3u8?migutoken=9b33c0ed05e5f7956e8b8c9e2e797ea42d64f8d625d294dff9842ebbaa2a6eb426a7a08979c87b50062dee2cd78db991aceedaf7bc00910f8789ad32808bdd619f87338c5bc13111a589d9be8f
CCTV17农业农村,http://119.29.119.185:35454/migu/673168256.m3u8?migutoken=faf6e12c9c98a4c11cdd118f4eaf98729a3a4401b991c3994bf3b088f9abe559bfe86f4e7cdcb1aefcdb11c50dfbcd6f5da9d6873325373f97b458ede3df759c1016337b2f0775508760d5e452
CCTV4欧洲,http://119.29.119.185:35454/migu/608807419.m3u8?migutoken=31bd7c92b8d66c927ffa3a0608c26627af68a0b1e10bbfadaa4508096d438aad50dade6c5b137ac9ba78b15dd6209d8df9a8610b5ed415da388e852d69acd13e3fdcaf83674ead443506b92253
CCTV4美洲,http://119.29.119.185:35454/migu/608807416.m3u8?migutoken=9bd326842cdf62f98998637432b3ab138a74113926fecb5282d5f62f0ce625a06b794a470a3e6cde712c6d0ab530456a47ef414cd984a99f80f8c3eb2ceaa8730bc45c219e7aa55615cfb127b5
CCTV9Documentary,http://119.29.119.185:35454/migu/609006487.m3u8?migutoken=dac64b255d3f27757cac6b8fd6fb0761fefb8ab58eb29af3d14e7b0ab6e13fc6a6c3fcbf7c81355d81cccc4d2deebc63cc1ed7ac94b8460b1e0982565eab51c55d1157b4c3119e43078e1f106e
CCTV阿拉伯语,http://119.29.119.185:35454/migu/609154345.m3u8?migutoken=943f35372a4e668cd27cabb34304e3925c84567a8c2803ea40028b3dc051e52442241e7c2df1ebc26caab88f296d704e3476a76220344e22a783acb4f26db70f98f49b366f88c90cb971c16a75
CCTV西班牙语,http://119.29.119.185:35454/migu/609006450.m3u8?migutoken=253a450ab19ccbffd2b350cfe0fbabc241a219865490e2269101880b7ef49c5a7cc8089c207dbf0607912bd436a464fd30567b2d56e0fea79073c895b8ac4f66b5d6fdda0b79faa24ee4143015
CCTV法语,http://119.29.119.185:35454/migu/609006476.m3u8?migutoken=71bde64eece978c0d0be7c6af4d524be39aaf18694ab40ec1419b0c012c3cfea3c9c7937eba3e00b33304bfe7e09b8141b28e656fdeb77e6ab642a24395c939bbe237a57cccbc8db8a3cc424a9
CCTV俄语,http://119.29.119.185:35454/migu/609006446.m3u8?migutoken=c14dfd0302f8efab3c6626740c2de00383e8568137a3272628cb0155b476888062583330360aced126b1196b15cba135e8ae4aaec014fc0bb6b50516882c8ba7b63a437245d0103dd8ca48134b
CCTV发现之旅,http://119.29.119.185:35454/migu/624878970.m3u8?migutoken=854dfe5b403553e1223ddca84a58559e3c878c42a0515c66e018e6e0243d5d9645b7195e5e7b317a3784b223f1a7a2c9cf150dd7e84bac378c8b064d31e8bd59cb43993d9fe371002e1c4d271e
CGTN,http://119.29.119.185:35454/migu/609017205.m3u8?migutoken=30a3b5ebe552e9b83313020494058822ea795ca896ca7ed265b3ad664f5fbe51af71cce7c57773d5028c072cb60c363c504df193da1b5b61919fe63057aa89237c8c470840271faf0991707974
教育,#genre#
中学生,http://119.29.119.185:35454/migu/708869532.m3u8?migutoken=ecc3b9a2f037579a04179e9852f9306cb3cd9be4dad59439ee625366bdb0e158fcaa23570bcc928a2c91a4576096d053edcbed3abd2a557ebf6009ac5d2050cae7f0a48ca3cc8a045298a77670
军事迷必看大片,http://119.29.119.185:35454/migu/617432318.m3u8?migutoken=7cc20ab309dd150d897c372eee38969e0ce6f6f9cb955e629aaa69381ad0fcdf9632aa0d6ae5c36bb18f12bd956c4311dcbf6d943f0d1bfc1616eb84f4a1d4b73354e2aff6e858e24ecdd7ecd0
CETV1,http://119.29.119.185:35454/migu/923287154.m3u8?migutoken=3b04d9aac189552fe37930e19faa828ff954573bf1c135b48769712509f9fea77eebb9136850fffd9f23b46182cc0d9158afff9e1df187754576bfc360a77d96f4f68a5c3b0277c6ee2815a928
CETV2,http://119.29.119.185:35454/migu/923287211.m3u8?migutoken=7f8cd08d68434658c5955c3911b452148037aabebd1c6a1b1f78bc5c7b49beed6541482b0d68159ae340064bde5105ff5258b10755e2a543d0700e2dd48d3f859f86932158ba3c53d81fe5b90e
CETV4,http://119.29.119.185:35454/migu/923287339.m3u8?migutoken=571f6baa2ca50c1722acbbfc424c1b8fa09d6f030afeb34dd311ab3472673c70a5e7c661eb08bb707559fa84a1ac29e1756e887e53d086539c4f51a46935131a98ea55c3015aa1c94d3a45c66f
中国移动“新动力量”宣讲报告会,http://119.29.119.185:35454/migu/713589837.m3u8?migutoken=36ad2248d6d05c413bbe40fa9c45823c8f14d8c0562d7f93fefe5ecff9bd9c3bb9089eb037c31df2f9b132e48f26e82d43afa7e41856fc28a179d9d30c2d1b8f617003312aefa44b02e7af874d
卫视,#genre#
东方卫视,http://119.29.119.185:35454/migu/651632648.m3u8?migutoken=7dc778cc2a1026f329b9fb564567a9317cef6b7b05cea405bea34d67d2221e9586b4c70c16b3c52eac9b8a7108a47c7583b231c5e1d03bf30c6b1da7a4d3abaf5d1d23aff1db3914720f5bb73a
广东卫视,http://119.29.119.185:35454/migu/608831231.m3u8?migutoken=48eaf0908c646ac6e07b02755142e555f4e5f39b9f0761630ca591636d945e13315270ee250609bf6d991364b08d65fa2940cb24c115e036f1e584333c99113341d568ff5901ce1513c68db1a3
江苏卫视,http://119.29.119.185:35454/migu/623899368.m3u8?migutoken=96427e815ec3a116426d924dd8698205c22e445154d90c6d3fb82d9636b819dfad728a6f8f1285cc38fdae60f99d00bc67f804026839ce3146930a8266512d4a3c02569881aec7a413338ed40a
江西卫视,http://119.29.119.185:35454/migu/783847495.m3u8?migutoken=ea20536c27a7cf6a0fc98d86cf7f4e1c513200f1f0b3114f98034f7f04bb65e2a2f42db3251d916a55999fb25a01134b70a8be0fc49e3a4cd8b59a083de49ffbab4b1ebe8dbb896ecbfc1cadb2
河南卫视,http://119.29.119.185:35454/migu/790187291.m3u8?migutoken=33c0e4f3fca4d00a8d7bc843771de86d91925aeabe969c5bce02c669846264dd8192bd963133d5542f78eb39182b869c6b5c5105e1d5b08f114e2ee1ff83a29df8204771b549cf8dbb8262f59a
陕西卫视,http://119.29.119.185:35454/migu/738910838.m3u8?migutoken=a0a45e303a86da35212224098dda4b44448c47e88259629870fe1e025feeb883991fc927ce6457b54955b1ad5d6d7ef43841e37fb44469610d69d047a3c74c870571f3d47ab14e23f4fd901d7b
海南卫视,http://119.29.119.185:35454/migu/738906860.m3u8?migutoken=ab5b79006101f7fdf512c5caa71f1cc8e0380b9b9f14d7cda3a872a068b65cd96fc07b6c774fbe9cfa234d354a8501f9bc8460639ef9794cf0405f8f9d1a7e0e993fbd47a42a314770f8e505bb
大湾区卫视,http://119.29.119.185:35454/migu/608917627.m3u8?migutoken=50bbb186c9692aaa9f10fd58fbb456cad0377f35d3f7498a8d5f52dc80606974e728b94033881ee8aaf1c4b80431f0ec3c247684bc52d321239a4cec52677ccfffb7a0b6cbf5fc76434ff53730
湖北卫视,http://119.29.119.185:35454/migu/738906825.m3u8?migutoken=f7d6f2a1c3f00f28909929c6fcdf32db75fc6235e54b32b433bb9a20cd83f8f5c31f5a527a1a4ab1f39bb79da34d929e489cd0374078474ead06322d96aefa6f5c08f977d4302338272393ebf4
青海卫视,http://119.29.119.185:35454/migu/738898486.m3u8?migutoken=05a0d997007a7422e819af4cd5ef6c87f78f1df4b750bf8f2916c3a6f5bb14faf34d8987dc553cd8d272644faf38dc921b80551d611344201580a23b89923d93813099152e28442c96ccfa3b72
吉林卫视,http://119.29.119.185:35454/migu/738906889.m3u8?migutoken=dce94db80051964bac3997bf74bc9b2e69165bba5549a5576396b93621f2bcc8535b3de59eb321e3a147d13f66fb501d09e4478ab4c5c1a8cb46fca8be67fe3231aaffba9572face125e7c4564
东南卫视,http://119.29.119.185:35454/migu/849116810.m3u8?migutoken=29da302226417136a0bfc35cc2002f760a48522c94811d2002d6b8c873a4553e62cd3c888d4c2338bf89fb544330355e99cb40977171d61ddcdc75ae9f6726653fe2361c5aa46fa1201b517ae6
海峡卫视,http://119.29.119.185:35454/migu/849119120.m3u8?migutoken=ba6aa6d7faae4e9becbb1cc8b50c542c0e4f1b52c0995185bafca8ce90f3e13f8e12334c280e63c4f2134abe1baa246476a533eb179428b96b1da5d8d72129b131c4ae872ddc646bc8759d08a7
七彩戏剧,http://119.29.119.185:35454/migu/796071456.m3u8?migutoken=dccdcf9b5b67db86284b2a857923ed36f150cb9218a87332dc2704314f7c0a4e101f2e35acd27849fa0a4873085baba83d9a49a574f639c0cb8ae9fe42935a8778ebb4fce7505286fa09e89dd1
临洮电视台,http://119.29.119.185:35454/migu/668225749.m3u8?migutoken=da6554dfbc88c20261f12ffa16fe78bb4b9a4226c02404aa2fc8b6dd3dde196755e3364061d41f347debc094a1dc89f887acfc342d8922c76446a08a75b33e5fccfc9d607172c2c289e4711eae
欢笑剧场,http://119.29.119.185:35454/migu/790187880.m3u8?migutoken=92ac350fc1063f1578867e83fdc4abc0b75f1c35a663ed6c940b68f81848776f0c4ba46df0ede0376c619125f1a35bc0e4ab50aee3a253b166af4d5717c1b18ad06e651ee6879cf0afaebfa8e4
金色剧场,http://119.29.119.185:35454/migu/713591450.m3u8?migutoken=54f607347aaea8d19f288c30b74f141f04b7c7cf44d6cb3e2247e06cbc46ee4fe2faca82900d091d27bd3306a1fe43581a242b41553943ce61ec50644bcdce6fe9d5fad8f47a57a2e226b843f1
四海钓鱼,http://119.29.119.185:35454/migu/895358641.m3u8?migutoken=6bcb19ca5e2b7bac30813eb09767019656c5fbd82dad9abdc69c98660ae820bc61861927ebc78790d44c8533c31e942dc3103174b3e6749d973e896abda511adf0f788f1147ee0fd64c69a2067
游戏风云,http://119.29.119.185:35454/migu/790188417.m3u8?migutoken=b8b0a41bd64cd9d3e59fc17723b36bd1b163108f04870c59a58e8aaae2c9421202028e737a68550a04fe8b30da197049ce3bbefd0a59fa0215abf25793828baad264d8d0561d83a6d06d8a2dd1
法治天地,http://119.29.119.185:35454/migu/790188943.m3u8?migutoken=fcb5bfb75d580d1351db1e670ec788f6b30e2e23187743abbcbad7e02ae223b5aeda16c6f8ea4fe334c516019338998651928bcda3f4fb9384d39af9ef888a361478f80afacf201c6331904ae9
乐游,http://119.29.119.185:35454/migu/796070452.m3u8?migutoken=e457e57714c0e01c739b41571df45b878ecdb9a2fc5576061e3877e8cdf958d4823caf456533db8e53a1270a092093a0194a6642da832d07f06af01a9dda8f6ad60268196a4b6e70fc2853608a
新闻,#genre#
上海新闻综合,http://119.29.119.185:35454/migu/651632657.m3u8?migutoken=908aae20b2fc7b42f096a73fb4d6e0810201c8328672e48950a5dc7688bcc898abefeeb09d1cca6d49c3487ef151b4a5f310b14cb6841fad0855633baded28348e0649aa8edb08892259178a18
南京新闻综合频道,http://119.29.119.185:35454/migu/838109047.m3u8?migutoken=254f9b4f2882eb4713f661c0bcc3ea87ba9bf065171b5ef0bce1eec0dc0906971fe5e3a40ff17e0cc14f272de450b75741fd1f9e3fed769ba9c81b152c9dfe8606f82b7ef92ddf8043a2ec967b
连云港新闻综合,http://119.29.119.185:35454/migu/639731715.m3u8?migutoken=9d80e694f5cf1171055d9bce13b0cf970d17dafc0e37c14adc837884bc8dba1536f3249ba40e053b51550dbb8318a6bb32fbfdd5e9ec707b24792c1a4bf572deac8bc5e858ee0fd98e13f96f68
公共新闻频道,http://119.29.119.185:35454/migu/626064693.m3u8?migutoken=de406f317abe9d2e1cec8ac5d9a7d1d666b88b1115cfb1d381c9b3b19e15430c8cd11b4fc783f7ad6414a9c01f652b9542563f030ccc10b65afebb4b5c5fb14d3223edaf792977d9f1db3821e2
淮安新闻综合,http://119.29.119.185:35454/migu/639731826.m3u8?migutoken=7d4217a61d9dd166720ff65047abec7040169be58d8d816d1cc71e6066e5a49813522895c13a0107086b2702e938367b4f1cb403dcb2dbd91a2cfb9d707fbdaf1abc1b71d2b2e5827cac0115b6
泰州新闻综合,http://119.29.119.185:35454/migu/639731818.m3u8?migutoken=f8e58efbb5c083b9ee49e26145c1270f4692bb4c92d9113e638dcd55b4f3e09dbd833a4cea8210329c81ecdac3e56da4adf7479ca24df89af3dc1dbccbbea5776c6d116282c09c3f9d4de6a1e2
宿迁新闻综合,http://119.29.119.185:35454/migu/639731832.m3u8?migutoken=2747bb446b9a3d8272ca834285ead4273fba5e89d68f8cc4fb712e4261447c1302847d6deacc8f255ce4093f8dc16b9c1ae3871f9e65d37843b90e6867d8fad0dfe0177031be96f5397f9a2f46
徐州新闻综合,http://119.29.119.185:35454/migu/639731747.m3u8?migutoken=69dee22100dd600916b1aed30c536e1ab78720d5df464cc10de185841472eb384e6222eeb877acaeba248f38cab9f7d2753c50302b4b2961291471448a9fde9536c4086d3345a270abe3f61fa1
上海,#genre#
上视东方影视,http://119.29.119.185:35454/migu/617290047.m3u8?migutoken=9d696960248d3f0acbd111e2fdd197fb6cc4c6d38a8d229815ac1d0081364d01b1a75545634c20cbc471431657b5b55817673c70327e281f12df31fab8b1259adfc6d9175f76b58aec71eaf1fd
上视纪实人文,http://119.29.119.185:35454/migu/617289997.m3u8?migutoken=5202785b349b4d6740db72cf347dd61a15136d80c3f590b06e0411a2bd97991a4475d4b081e30884ded8ebb4a5f44d7304fb29f2eef1e21f00a4c7f027db812d7f30abd9edc1d3187222b97f19
上海外语,http://119.29.119.185:35454/migu/618954688.m3u8?migutoken=65f5ed22637428a60d066cab5cab7ed6344c1af3585f962f6c3f27d04c17c0fd4c7d319088ff38ea08e7697e62eb801ad916252059c629fb5132affaa48df25ad4b80645c3e0a17c7ee2a0a857
上海第一财经,http://119.29.119.185:35454/migu/608780988.m3u8?migutoken=6ff06f5e0f96042a3d6e7505211e30d3d00f04919127136c1c1a58a05d9bf052a578be555b3b0acb535360ba7a0c93aff98ed9336823ff8497be5c55f0c9bdb7f7f7b73d645096c46e71d95b42
南京,#genre#
南京教科频道,http://119.29.119.185:35454/migu/838153729.m3u8?migutoken=1217d8b1285bc5b38de5b46b30bef5c67b9e00df310d40f422a953840c1a333776462f477f44c4e0aefc3ac226d2f6e2c0094f2d4e6f6f032d87f0ed3aba47c1296548e57ccba8777dea2d8e72
南京十八频道,http://119.29.119.185:35454/migu/838151753.m3u8?migutoken=a2a5bca2702fac2931225dc6ce37fec1a0a09790078427d1243777e36d9248615159b27d7ac0b035557a2c17c767ae56ce4ba63585dc67983f3717aceb7c88ef4aeacf7bc9af86266c54068c0c
江苏,#genre#
江苏城市频道,http://119.29.119.185:35454/migu/626064714.m3u8?migutoken=e9155a05c951533c44ec1aea5b45ee0fff62f90910d4d8016547598f47a2de131b43b2eb7e1dd285c35f29a42f45aadc148b01d9c1d13b07f843a51ae75a29f571aaddb2d12bba319b566c12ff
江苏国际,http://119.29.119.185:35454/migu/626064674.m3u8?migutoken=279f2311d3005bd85ac84e25c99c2550096cf760bab7ada08594ecd15a9637f58d278ced0e0883514878a99ba294fb1aba760bdd7b18995bf43f4d72eca46623ace307bba4bbfcdf89786a75e8
江苏教育,http://119.29.119.185:35454/migu/628008321.m3u8?migutoken=2d07d7fb2e0bdd28910b65fed46c765f3d54e494ecd544caf45fc08d8111fba02a7f75ab79de00202a2124a67ce82d511ad2e8928e1718cd45d0b850ee81fb22b342ca5348269e811d0bb44f2e
江苏影视频道,http://119.29.119.185:35454/migu/626064697.m3u8?migutoken=f71dd549bcb483f36e006bbe380c33ecd53e34e8a8a91ecda76fbb746a27b705b0c3eb12a0c82c045a9703bd56a20815599fe06fc695d146fffb10687e9f12a3d7d2eb12f3df9579e1fd8686d6
江苏综艺频道,http://119.29.119.185:35454/migu/626065193.m3u8?migutoken=781771fac7519939e69d56ae2a0690e5466d0fa9c59f98365dece541c3bf98495f09f958073ea1dcad9fc07b00937f080e41d8a3896aa832c10562de9360cbda7e92669bf73ed1a4465f4ba021
体育,#genre#
体育休闲频道,http://119.29.119.185:35454/migu/626064707.m3u8?migutoken=ea20b064906b63047508796724b60dc771bdcb90cfac475635993d22136ee8dfd148571ac426dac210d895b4b725f938704d5cbfe9248a5233dd969249d173f8a49972d227dc3b57c502672691
NBA经典,http://119.29.119.185:35454/migu/788815380.m3u8?migutoken=c0f8aed9c019f35bf88134e61a7ca22031bff19ff466da7235f691f64a582e347896dfb09d47fabd2b5057b80e91b2bd8c1026b65ef95248ca93af3f5f11fed5ebe2130f6fba8ce55fbe915d8b
五大联赛经典,http://119.29.119.185:35454/migu/780288994.m3u8?migutoken=c4edc18fce9a34366e7b3260d9e704c7aa2d31277496ccbbb7895def638a27541a492f1f09896e0b0c20a05b017100ca9538b1c951d446a760980042192afd2eb6a2c1527b1dc0d907d9b8e574
中国足球风云,http://119.29.119.185:35454/migu/788816794.m3u8?migutoken=3f10372de106c130f89f383aac791027dc1c164ffd1bd2d4b80135878a31656a92d5349a906f7c5528078bfaa4c4a5b861c58f84744ac57e061a84dfce02b9e48f160037bf7688d8ee3f863723
劲爆体育,http://119.29.119.185:35454/migu/796071336.m3u8?migutoken=54d092ba3223af53ba305d56fb32a14f8e0d4522aaaf135733fa59673fcfd536ea5de3d9bccdb78a9e4272e8cc5b3f5ad8673c9f3071017d3d1f1c84ec5ed8422467c555113eddca2df3a32dcc
魅力足球,http://119.29.119.185:35454/migu/796070308.m3u8?migutoken=1acdcf7bf8df678815f64ca35a6f188ba5583eaba2acaa3acee30959b71b824f166e856de23c74d43c1a5280d1c1d286c67b7ff5a8568b89eb71f28ec5d77a8fd48c8be82dfee1faf71fe9ac2f
赛事最经典,http://119.29.119.185:35454/migu/646596895.m3u8?migutoken=1d5ed734fd94880fee186aa903f0784e34a626cbe212675d3d27f5a4702022250952a98edac7f42adce8c3025323ad11f3657b65e23729288fd4abda431d1db0bea2fdc0bd5f42910da535bcba
体坛名栏汇,http://119.29.119.185:35454/migu/629943305.m3u8?migutoken=75d3c743f95adbaed767f7fce7eb690de058b8e97d2e287ee4e55bf24c1795366bbab7eb2a7752c019b14a790422034379c6897bf28541598e0cde5fa864e5ad645aa17775c59fae3c639b4bd0
咪咕24小时体育台,http://119.29.119.185:35454/migu/654102378.m3u8?migutoken=b9cca41580ef9c65be028ea2fe745e5532c31d24be56a81ec6ac23dc3805a3e999d04f3fba2533a92359150263038fd63bd888c79c11589207d7f8ebe8aa98cbbd82664155694282ba2f9dba09
卡通,#genre#
优漫卡通频道,http://119.29.119.185:35454/migu/626064703.m3u8?migutoken=8e6b437352d69f35e92450faa952283ff5f3a4bdc33936586e297d00f6b3d6f264183e085ee463bff8803ab7f388c9bb59267bb56fc232504b4cc7467f53dfaac583054b91c9cce5a19a4c43dc
嘉佳卡通,http://119.29.119.185:35454/migu/614952364.m3u8?migutoken=5eeee3e76089859e41bb059dc0a08253acb66d53485f4d666b6b67e4e61a9d38008ae73006548c7cba455a3f4d4d9690980ddf8f324ca305e7ae71595ecaea38f73d2d4acce352748ab4b3bae0
经典动画大集合,http://119.29.119.185:35454/migu/629942219.m3u8?migutoken=92ca5c194d5b41d35e37f04317e2fc895df2ad9073c4949db3ec28807b4a0244ad1438004864f6ef94ba701a097ee66217868098bb4086db9db7da428e1d7de5bed240e6e24ef9ddc5c0d4b8b1
影视,#genre#
高清大片,http://119.29.119.185:35454/migu/629943678.m3u8?migutoken=e4955107f585e445795ab8915fd726f0fd8a048a169841cc8c311b9af50b362be4a49831fe4602e37f811cd61fcf2b2cb267286be65b9c1a2cf3f38e8a64b22da461364795f962395748477070
经典香港电影,http://119.29.119.185:35454/migu/625703337.m3u8?migutoken=096d31814572c2ee7ffc64d07ca5220d747e53aa9bcf72142368e6a0de08f3e4675f3fcffb27b231799e9404a0a674f2567b3efef33ea8b97e5e902463c0c6c8e0cd107ea8f3b958ccd830c0ad
新片放映厅,http://119.29.119.185:35454/migu/619495952.m3u8?migutoken=c804db74a2e8a2a5e71d6c448f1154365da016003456334125787e52ea8b885a475ed12b5b69e0d7f84018f69a4eb2be55c7fc32173207733ace91df02d15cc4282203f4afdda584ac2664526f
CHC动作电影,http://119.29.119.185:35454/migu/644368714.m3u8?migutoken=cd75af5bfb0262695c0059e7132bce4b0252a39dafbe1a374e87fc7fcb205ff0828d0cea7df3c76d3f44c92ba1c66cd95234c192d97ca603888145292f3681d77a46646afefdb7ded115b173b8
CHC家庭影院,http://119.29.119.185:35454/migu/644368373.m3u8?migutoken=9092e2e90b73da06a99444288b1aa2c4ff6ff0b08f0a8149cea9e32f3b01c05fc3bc6707b0d48cc3a0b1254d501316bac21a805d1aaa47d6724968156d33ae32d549eac073a3a819e60f151e4c
南方影视,http://119.29.119.185:35454/migu/614961829.m3u8?migutoken=5cd5684c0ea293520e64a1bbcf4c1911bf731446baed440b53468f0e0e2e6cb4d3a4088c18db4add06684afd683ffa208a53bfb264c3721c050e91ec2e2096976af77c59ce275fd95bc6e0e37d
轮播,#genre#
红色轮播台,http://119.29.119.185:35454/migu/713600957.m3u8?migutoken=e0812a530655b15a9e6c62cdadf4f762baf91b20802eb005dbbbe4083ee1e7952e1ab3dd3a78f57eb0e622f6c3540ce5041d6d3cd8dbbfb8e7af2d1a3b0f5a89cb8850947c551d10ddc34cb89f
掼蛋精英赛,http://119.29.119.185:35454/migu/631354620.m3u8?migutoken=4dffdbc04f11dbebffa3de651a280bcc54d7f8020b157ea2c0f46d1688829d3eb7c635c24b31326ff26758373c7264ec34c70a898c35002bcf06517f57701e4dbd1ade0538cc1c537a13bfb785
咪咕汇盛典轮播,http://119.29.119.185:35454/migu/939773601.m3u8?migutoken=d3fba47c70466a452094c33c2d093961eb7c16b23cadfec035eac8c8b84d7121b3eedfe5fbfdaca260ac129a1534d5d9fa3dfab791c0fbdb396c6eec97243a51c98e176374d4cf43364f965ab3
华语乐坛最强音,http://119.29.119.185:35454/migu/707671890.m3u8?migutoken=269e569335366593dcf7c511d074538722c0bff447097c110d9597c1c391e7d1ec9bea3a3925d840a6c98a50f0e04b7824cdc14253374f3241df8dae96909df21d37b1fd433a5513bcaf612c77
周杰伦现场,http://119.29.119.185:35454/migu/625133682.m3u8?migutoken=d8a4ad3bd6d8c3b71cb942fb927b1080b6c18a11c5df623cc1cdd1ca92afe638932eac5a7e2f09d614ada5b209ee08de9049eeac159898c852246b52b9df45ec0022e27d1a15e3c22ca267e2da
最强综艺趴,http://119.29.119.185:35454/migu/629942228.m3u8?migutoken=d699a214e9c80317e2688d8edff5ea946bcc710033bce8a6d9350014b8f2da187d7b25826f2951c1218b24585d0df7045f70b5988972d24aaea655dfb774f4ef01b8190fe33fa3e5c019727466
户外,#genre#
龙胜龙脊梯田,http://119.29.119.185:35454/migu/671441336.m3u8?migutoken=49165e3a39482c62014908becfc752f0b5b531885fc46d888ccdf4c09781a10a5fb4e5f22dca6a68dae34c8b2656390f51616920dfdbf9e269a15f4eaa9c6eb8f34ebfbb60dd20b09d248bc836
邕城,http://119.29.119.185:35454/migu/671442018.m3u8?migutoken=795d093f903678eccedecd5322de0e216b68932228c43dbddda8d5f1b4e677b00232c64d55d0b5cd45447d004916c9e1cfebba965e23371f34ad9e25343e2ab14de4dd0c4209b4deba5741f4b6
遇龙河,http://119.29.119.185:35454/migu/671653242.m3u8?migutoken=219bfc1411af9f54dde3f3d441be87207ff27aa9af9a1528e24ba4da7071dff24087ab43d8b1cac7da2459fb22b7b5706f1b8f41311498713eb18e72a76ced53f8ab54230ea826c4c648bce9a3
